m07_row_id_or_alias,rust_function_alias,scilab_function_alias_if_known,source_file_locator,formula_family,risk_tier,likely_domain,unit/frame/time_dependency,numerical_sensitivity,singularity_or_branch_risk,external_data_required,recommended_chunk_group,implementation_readiness,block_reason,required_validation_evidence,notes
PORT_STATUS_RELEASE_GATE.csv:row_0502,app_sitetrack_dataset1,foa_app_ast_app_sitetrack_dataset1,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/appendices_scilab_astrodynamics/src/projects/ast_app_project_data.sci",external_data_required,blocked_until_source_review,appendix project examples / prediction / site-track helpers,"requires governed table/sample-data source, units, and fixture hash policy",depends on external table/sample interpretation rather than only formula algebra,table coverage and interpolation/lookup policy unresolved,yes_table_or_sample_data_policy_required,10D_external_data_table_and_fixture_governance,blocked_until_data_registry_fixture_policy,blocked_external_table_or_sample_data_required,data-registry entry; source hash; independent table/fixture review; no generated output import; scilab_equivalence_job_alias=SEQ-005,Data/table/sample name pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0503,app_predict_sample_data,foa_app_ast_app_predict_sample_data,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/appendices_scilab_astrodynamics/src/projects/ast_app_project_data.sci",external_data_required,blocked_until_source_review,appendix project examples / prediction / site-track helpers,"requires governed table/sample-data source, units, and fixture hash policy",depends on external table/sample interpretation rather than only formula algebra,table coverage and interpolation/lookup policy unresolved,yes_table_or_sample_data_policy_required,10D_external_data_table_and_fixture_governance,blocked_until_data_registry_fixture_policy,blocked_external_table_or_sample_data_required,data-registry entry; source hash; independent table/fixture review; no generated output import; scilab_equivalence_job_alias=SEQ-005,Data/table/sample name pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0504,app_gauss_sample_data,foa_app_ast_app_gauss_sample_data,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/appendices_scilab_astrodynamics/src/projects/ast_app_project_data.sci",external_data_required,blocked_until_source_review,appendix project examples / prediction / site-track helpers,"requires governed table/sample-data source, units, and fixture hash policy",depends on external table/sample interpretation rather than only formula algebra,table coverage and interpolation/lookup policy unresolved,yes_table_or_sample_data_policy_required,10D_external_data_table_and_fixture_governance,blocked_until_data_registry_fixture_policy,blocked_external_table_or_sample_data_required,data-registry entry; source hash; independent table/fixture review; no generated output import; scilab_equivalence_job_alias=SEQ-005,Data/table/sample name pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0505,app_intercept_sample_data,foa_app_ast_app_intercept_sample_data,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/appendices_scilab_astrodynamics/src/projects/ast_app_project_data.sci",external_data_required,blocked_until_source_review,appendix project examples / prediction / site-track helpers,"requires governed table/sample-data source, units, and fixture hash policy",depends on external table/sample interpretation rather than only formula algebra,table coverage and interpolation/lookup policy unresolved,yes_table_or_sample_data_policy_required,10D_external_data_table_and_fixture_governance,blocked_until_data_registry_fixture_policy,blocked_external_table_or_sample_data_required,data-registry entry; source hash; independent table/fixture review; no generated output import; scilab_equivalence_job_alias=SEQ-005,Data/table/sample name pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0506,app_lstime_1970,foa_app_ast_app_lstime_1970,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/appendices_scilab_astrodynamics/src/projects/ast_app_sitetrack.sci",time_scale_sensitive,blocked_until_frame_time_policy,appendix project examples / prediction / site-track helpers,"epoch, time-scale, sidereal, UT/local-time, and day-boundary policy required",medium to high around epoch/day rollover and sidereal conversions,"calendar/day rollover, time scale, and modulo convention unresolved",possible_time_reference_fixture_required,9B_time_scale_and_sidereal_policy,blocked_until_time_policy_contract,blocked_until_epoch_time_scale_and_sidereal_policy,time-scale policy doc; exact epoch fixtures; source equivalence; independent time oracle; scilab_equivalence_job_alias=SEQ-006,Time/sidereal/epoch pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0515,astro_mutual_twobody_center_of_mass,astro_mutual_twobody_center_of_mass,source_scilab/curtis_section09_numerical_algorithms/src/astro_mutual_twobody_center_of_mass.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,ODE/integration/numerical method tolerance and step policy required,high for integration methods and chaotic/toy dynamics,"step-size, tableau, error-control, and convergence policy unresolved",possible_reference_fixture_required,9C_or_10B_generic_numerical_method_policy,blocked_until_numerical_method_policy,blocked_until_numerical_algorithm_tolerance_and_validation_policy,method contract; convergence tests; fixture hashes; source equivalence; no physical validity claim; scilab_equivalence_job_alias=SEQ-065,Generic numerical algorithm pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0516,astro_mutual_twobody_rates,astro_mutual_twobody_rates,source_scilab/curtis_section09_numerical_algorithms/src/astro_mutual_twobody_rates.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,ODE/integration/numerical method tolerance and step policy required,high for integration methods and chaotic/toy dynamics,"step-size, tableau, error-control, and convergence policy unresolved",possible_reference_fixture_required,9C_or_10B_generic_numerical_method_policy,blocked_until_numerical_method_policy,blocked_until_numerical_algorithm_tolerance_and_validation_policy,method contract; convergence tests; fixture hashes; source equivalence; no physical validity claim; scilab_equivalence_job_alias=SEQ-066,Generic numerical algorithm pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0517,astro_nbody_center_of_mass,astro_nbody_center_of_mass,source_scilab/curtis_section09_numerical_algorithms/src/astro_nbody_center_of_mass.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,ODE/integration/numerical method tolerance and step policy required,high for integration methods and chaotic/toy dynamics,"step-size, tableau, error-control, and convergence policy unresolved",possible_reference_fixture_required,9C_or_10B_generic_numerical_method_policy,blocked_until_numerical_method_policy,blocked_until_numerical_algorithm_tolerance_and_validation_policy,method contract; convergence tests; fixture hashes; source equivalence; no physical validity claim; scilab_equivalence_job_alias=SEQ-067,Generic numerical algorithm pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0518,astro_nbody_rates,astro_nbody_rates,source_scilab/curtis_section09_numerical_algorithms/src/astro_nbody_rates.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,ODE/integration/numerical method tolerance and step policy required,high for integration methods and chaotic/toy dynamics,"step-size, tableau, error-control, and convergence policy unresolved",possible_reference_fixture_required,9C_or_10B_generic_numerical_method_policy,blocked_until_numerical_method_policy,blocked_until_numerical_algorithm_tolerance_and_validation_policy,method contract; convergence tests; fixture hashes; source equivalence; no physical validity claim; scilab_equivalence_job_alias=SEQ-068,Generic numerical algorithm pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0519,astro_print_orbit_summary,astro_print_orbit_summary,source_scilab/curtis_section09_numerical_algorithms/src/astro_print_orbit_summary.sci,ambiguous_source_or_contract,do_not_import,generic numerical algorithms and toy dynamics,"I/O/reporting/demo utility, not a formula contract candidate",not applicable as equation candidate,not applicable,no_by_metadata_locator_only,10D_do_not_import_io_demo_utility_rows,do_not_promote_public_formula,blocked_not_a_formula_candidate_io_or_reporting_row,none unless retained as provenance-only row; exclude from executable equation count; scilab_equivalence_job_alias=SEQ-069,I/O/reporting name pattern; keep as provenance or test harness context only.
PORT_STATUS_RELEASE_GATE.csv:row_0520,astro_propagate_two_body_rk4,astro_propagate_two_body_rk4,source_scilab/curtis_section09_numerical_algorithms/src/astro_propagate_two_body_rk4.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,"solver tolerance, convergence, branch, and iteration-limit policy required","high for roots, universal variables, propagation, and ODE integration","root selection, anomaly branch, convergence failure, singular orbit cases unresolved",possible_reference_fixture_required,9C_kepler_lambert_gauss_solver_policy_or_10B_numerical_propagation_policy,blocked_until_solver_and_tolerance_contract,blocked_until_iteration_root_selection_and_equivalence_policy,per-solver convergence contract; analytical edge cases; Scilab equivalence; independent oracle fixtures with hashes; scilab_equivalence_job_alias=SEQ-070,Solver/propagator/root/integration name pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0521,astro_propagate_two_body_rkf45,astro_propagate_two_body_rkf45,source_scilab/curtis_section09_numerical_algorithms/src/astro_propagate_two_body_rkf45.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,"solver tolerance, convergence, branch, and iteration-limit policy required","high for roots, universal variables, propagation, and ODE integration","root selection, anomaly branch, convergence failure, singular orbit cases unresolved",possible_reference_fixture_required,9C_kepler_lambert_gauss_solver_policy_or_10B_numerical_propagation_policy,blocked_until_solver_and_tolerance_contract,blocked_until_iteration_root_selection_and_equivalence_policy,per-solver convergence contract; analytical edge cases; Scilab equivalence; independent oracle fixtures with hashes; scilab_equivalence_job_alias=SEQ-071,Solver/propagator/root/integration name pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0522,astro_radial_gravity_rates,astro_radial_gravity_rates,source_scilab/curtis_section09_numerical_algorithms/src/astro_radial_gravity_rates.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,ODE/integration/numerical method tolerance and step policy required,high for integration methods and chaotic/toy dynamics,"step-size, tableau, error-control, and convergence policy unresolved",possible_reference_fixture_required,9C_or_10B_generic_numerical_method_policy,blocked_until_numerical_method_policy,blocked_until_numerical_algorithm_tolerance_and_validation_policy,method contract; convergence tests; fixture hashes; source equivalence; no physical validity claim; scilab_equivalence_job_alias=SEQ-072,Generic numerical algorithm pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0523,astro_state_minmax_radius,astro_state_minmax_radius,source_scilab/curtis_section09_numerical_algorithms/src/astro_state_minmax_radius.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,ODE/integration/numerical method tolerance and step policy required,high for integration methods and chaotic/toy dynamics,"step-size, tableau, error-control, and convergence policy unresolved",possible_reference_fixture_required,9C_or_10B_generic_numerical_method_policy,blocked_until_numerical_method_policy,blocked_until_numerical_algorithm_tolerance_and_validation_policy,method contract; convergence tests; fixture hashes; source equivalence; no physical validity claim; scilab_equivalence_job_alias=SEQ-073,Generic numerical algorithm pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0525,astro_two_body_energy,astro_two_body_energy,source_scilab/curtis_section09_numerical_algorithms/src/astro_two_body_energy.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,ODE/integration/numerical method tolerance and step policy required,high for integration methods and chaotic/toy dynamics,"step-size, tableau, error-control, and convergence policy unresolved",possible_reference_fixture_required,9C_or_10B_generic_numerical_method_policy,blocked_until_numerical_method_policy,blocked_until_numerical_algorithm_tolerance_and_validation_policy,method contract; convergence tests; fixture hashes; source equivalence; no physical validity claim; scilab_equivalence_job_alias=SEQ-075,Generic numerical algorithm pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0526,astro_two_body_hvec,astro_two_body_hvec,source_scilab/curtis_section09_numerical_algorithms/src/astro_two_body_hvec.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,ODE/integration/numerical method tolerance and step policy required,high for integration methods and chaotic/toy dynamics,"step-size, tableau, error-control, and convergence policy unresolved",possible_reference_fixture_required,9C_or_10B_generic_numerical_method_policy,blocked_until_numerical_method_policy,blocked_until_numerical_algorithm_tolerance_and_validation_policy,method contract; convergence tests; fixture hashes; source equivalence; no physical validity claim; scilab_equivalence_job_alias=SEQ-076,Generic numerical algorithm pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0527,astro_two_body_orbital_elements_basic,astro_two_body_orbital_elements_basic,source_scilab/curtis_section09_numerical_algorithms/src/astro_two_body_orbital_elements_basic.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,ODE/integration/numerical method tolerance and step policy required,high for integration methods and chaotic/toy dynamics,"step-size, tableau, error-control, and convergence policy unresolved",possible_reference_fixture_required,9C_or_10B_generic_numerical_method_policy,blocked_until_numerical_method_policy,blocked_until_numerical_algorithm_tolerance_and_validation_policy,method contract; convergence tests; fixture hashes; source equivalence; no physical validity claim; scilab_equivalence_job_alias=SEQ-077,Generic numerical algorithm pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0528,astro_two_body_rates,astro_two_body_rates,source_scilab/curtis_section09_numerical_algorithms/src/astro_two_body_rates.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,ODE/integration/numerical method tolerance and step policy required,high for integration methods and chaotic/toy dynamics,"step-size, tableau, error-control, and convergence policy unresolved",possible_reference_fixture_required,9C_or_10B_generic_numerical_method_policy,blocked_until_numerical_method_policy,blocked_until_numerical_algorithm_tolerance_and_validation_policy,method contract; convergence tests; fixture hashes; source equivalence; no physical validity claim; scilab_equivalence_job_alias=SEQ-078,Generic numerical algorithm pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0532,num_step_update_rkf,num_step_update_rkf,source_scilab/curtis_section09_numerical_algorithms/src/num_step_update_rkf.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,"solver tolerance, convergence, branch, and iteration-limit policy required","high for roots, universal variables, propagation, and ODE integration","root selection, anomaly branch, convergence failure, singular orbit cases unresolved",possible_reference_fixture_required,9C_kepler_lambert_gauss_solver_policy_or_10B_numerical_propagation_policy,blocked_until_solver_and_tolerance_contract,blocked_until_iteration_root_selection_and_equivalence_policy,per-solver convergence contract; analytical edge cases; Scilab equivalence; independent oracle fixtures with hashes; scilab_equivalence_job_alias=SEQ-140,Solver/propagator/root/integration name pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0533,num_taylor_series_scalar,num_taylor_series_scalar,source_scilab/curtis_section09_numerical_algorithms/src/num_taylor_series_scalar.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,ODE/integration/numerical method tolerance and step policy required,high for integration methods and chaotic/toy dynamics,"step-size, tableau, error-control, and convergence policy unresolved",possible_reference_fixture_required,9C_or_10B_generic_numerical_method_policy,blocked_until_numerical_method_policy,blocked_until_numerical_algorithm_tolerance_and_validation_policy,method contract; convergence tests; fixture hashes; source equivalence; no physical validity claim; scilab_equivalence_job_alias=SEQ-141,Generic numerical algorithm pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0538,ode_heun,ode_heun,source_scilab/curtis_section09_numerical_algorithms/src/ode_heun.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,"solver tolerance, convergence, branch, and iteration-limit policy required","high for roots, universal variables, propagation, and ODE integration","root selection, anomaly branch, convergence failure, singular orbit cases unresolved",possible_reference_fixture_required,9C_kepler_lambert_gauss_solver_policy_or_10B_numerical_propagation_policy,blocked_until_solver_and_tolerance_contract,blocked_until_iteration_root_selection_and_equivalence_policy,per-solver convergence contract; analytical edge cases; Scilab equivalence; independent oracle fixtures with hashes; scilab_equivalence_job_alias=SEQ-147,Solver/propagator/root/integration name pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0539,ode_heun_step,ode_heun_step,source_scilab/curtis_section09_numerical_algorithms/src/ode_heun_step.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,"solver tolerance, convergence, branch, and iteration-limit policy required","high for roots, universal variables, propagation, and ODE integration","root selection, anomaly branch, convergence failure, singular orbit cases unresolved",possible_reference_fixture_required,9C_kepler_lambert_gauss_solver_policy_or_10B_numerical_propagation_policy,blocked_until_solver_and_tolerance_contract,blocked_until_iteration_root_selection_and_equivalence_policy,per-solver convergence contract; analytical edge cases; Scilab equivalence; independent oracle fixtures with hashes; scilab_equivalence_job_alias=SEQ-148,Solver/propagator/root/integration name pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0540,ode_integrate_fixed_output,ode_integrate_fixed_output,source_scilab/curtis_section09_numerical_algorithms/src/ode_integrate_fixed_output.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,"solver tolerance, convergence, branch, and iteration-limit policy required","high for roots, universal variables, propagation, and ODE integration","root selection, anomaly branch, convergence failure, singular orbit cases unresolved",possible_reference_fixture_required,9C_kepler_lambert_gauss_solver_policy_or_10B_numerical_propagation_policy,blocked_until_solver_and_tolerance_contract,blocked_until_iteration_root_selection_and_equivalence_policy,per-solver convergence contract; analytical edge cases; Scilab equivalence; independent oracle fixtures with hashes; scilab_equivalence_job_alias=SEQ-149,Solver/propagator/root/integration name pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0541,ode_rk1_4,ode_rk1_4,source_scilab/curtis_section09_numerical_algorithms/src/ode_rk1_4.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,ODE/integration/numerical method tolerance and step policy required,high for integration methods and chaotic/toy dynamics,"step-size, tableau, error-control, and convergence policy unresolved",possible_reference_fixture_required,9C_or_10B_generic_numerical_method_policy,blocked_until_numerical_method_policy,blocked_until_numerical_algorithm_tolerance_and_validation_policy,method contract; convergence tests; fixture hashes; source equivalence; no physical validity claim; scilab_equivalence_job_alias=SEQ-150,Generic numerical algorithm pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0542,ode_rk1_4_step,ode_rk1_4_step,source_scilab/curtis_section09_numerical_algorithms/src/ode_rk1_4_step.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,ODE/integration/numerical method tolerance and step policy required,high for integration methods and chaotic/toy dynamics,"step-size, tableau, error-control, and convergence policy unresolved",possible_reference_fixture_required,9C_or_10B_generic_numerical_method_policy,blocked_until_numerical_method_policy,blocked_until_numerical_algorithm_tolerance_and_validation_policy,method contract; convergence tests; fixture hashes; source equivalence; no physical validity claim; scilab_equivalence_job_alias=SEQ-151,Generic numerical algorithm pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0543,ode_rk_tableau,ode_rk_tableau,source_scilab/curtis_section09_numerical_algorithms/src/ode_rk_tableau.sci,external_data_required,blocked_until_source_review,generic numerical algorithms and toy dynamics,"requires governed table/sample-data source, units, and fixture hash policy",depends on external table/sample interpretation rather than only formula algebra,table coverage and interpolation/lookup policy unresolved,yes_table_or_sample_data_policy_required,10D_external_data_table_and_fixture_governance,blocked_until_data_registry_fixture_policy,blocked_external_table_or_sample_data_required,data-registry entry; source hash; independent table/fixture review; no generated output import; scilab_equivalence_job_alias=SEQ-152,Data/table/sample name pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0544,ode_rkf45,ode_rkf45,source_scilab/curtis_section09_numerical_algorithms/src/ode_rkf45.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,"solver tolerance, convergence, branch, and iteration-limit policy required","high for roots, universal variables, propagation, and ODE integration","root selection, anomaly branch, convergence failure, singular orbit cases unresolved",possible_reference_fixture_required,9C_kepler_lambert_gauss_solver_policy_or_10B_numerical_propagation_policy,blocked_until_solver_and_tolerance_contract,blocked_until_iteration_root_selection_and_equivalence_policy,per-solver convergence contract; analytical edge cases; Scilab equivalence; independent oracle fixtures with hashes; scilab_equivalence_job_alias=SEQ-153,Solver/propagator/root/integration name pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0545,ode_rkf45_step,ode_rkf45_step,source_scilab/curtis_section09_numerical_algorithms/src/ode_rkf45_step.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,"solver tolerance, convergence, branch, and iteration-limit policy required","high for roots, universal variables, propagation, and ODE integration","root selection, anomaly branch, convergence failure, singular orbit cases unresolved",possible_reference_fixture_required,9C_kepler_lambert_gauss_solver_policy_or_10B_numerical_propagation_policy,blocked_until_solver_and_tolerance_contract,blocked_until_iteration_root_selection_and_equivalence_policy,per-solver convergence contract; analytical edge cases; Scilab equivalence; independent oracle fixtures with hashes; scilab_equivalence_job_alias=SEQ-154,Solver/propagator/root/integration name pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0547,rates_lorenz,rates_lorenz,source_scilab/curtis_section09_numerical_algorithms/src/rates_lorenz.sci,iterative_solver,blocked_until_solver_policy,generic numerical algorithms and toy dynamics,ODE/integration/numerical method tolerance and step policy required,high for integration methods and chaotic/toy dynamics,"step-size, tableau, error-control, and convergence policy unresolved",possible_reference_fixture_required,9C_or_10B_generic_numerical_method_policy,blocked_until_numerical_method_policy,blocked_until_numerical_algorithm_tolerance_and_validation_policy,method contract; convergence tests; fixture hashes; source equivalence; no physical validity claim; scilab_equivalence_job_alias=SEQ-158,Generic numerical algorithm pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0548,fb_apogee_from_state,fb_apogee_from_state,source_scilab/curtis_section03_finite_burn_scilab/src/finite_burn_lib.sci,orbit_two_body,high_risk_requires_numerical_policy,mission design / patched-conic astrodynamics,"rocket/ascent model, atmosphere/gravity assumptions, units, and numerical policy required",high for ascent/trajectory/optimization; medium for closed-form staging,"staging optimum, trajectory integration, burnout, and atmospheric-model branches unresolved",possible_model_constant_or_fixture_required,9E_rocket_vehicle_policy_then_bounded_scalar_slice,blocked_until_rocket_trajectory_or_staging_policy,blocked_until_rocket_vehicle_model_and_solver_policy,model contract; example regressions; unit tests; source equivalence; no flight/performance readiness claim; scilab_equivalence_job_alias=SEQ-118,Rocket/ascent/staging domain pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0550,fb_circular_speed,fb_circular_speed,source_scilab/curtis_section03_finite_burn_scilab/src/finite_burn_lib.sci,orbit_two_body,high_risk_requires_numerical_policy,mission design / patched-conic astrodynamics,"rocket/ascent model, atmosphere/gravity assumptions, units, and numerical policy required",high for ascent/trajectory/optimization; medium for closed-form staging,"staging optimum, trajectory integration, burnout, and atmospheric-model branches unresolved",possible_model_constant_or_fixture_required,9E_rocket_vehicle_policy_then_bounded_scalar_slice,blocked_until_rocket_trajectory_or_staging_policy,blocked_until_rocket_vehicle_model_and_solver_policy,model contract; example regressions; unit tests; source equivalence; no flight/performance readiness claim; scilab_equivalence_job_alias=SEQ-118,Rocket/ascent/staging domain pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0552,fb_coast_two_body,fb_coast_two_body,source_scilab/curtis_section03_finite_burn_scilab/src/finite_burn_lib.sci,orbit_two_body,high_risk_requires_numerical_policy,mission design / patched-conic astrodynamics,"rocket/ascent model, atmosphere/gravity assumptions, units, and numerical policy required",high for ascent/trajectory/optimization; medium for closed-form staging,"staging optimum, trajectory integration, burnout, and atmospheric-model branches unresolved",possible_model_constant_or_fixture_required,9E_rocket_vehicle_policy_then_bounded_scalar_slice,blocked_until_rocket_trajectory_or_staging_policy,blocked_until_rocket_vehicle_model_and_solver_policy,model contract; example regressions; unit tests; source equivalence; no flight/performance readiness claim; scilab_equivalence_job_alias=SEQ-118,Rocket/ascent/staging domain pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0553,fb_coe_from_sv,fb_coe_from_sv,source_scilab/curtis_section03_finite_burn_scilab/src/finite_burn_lib.sci,orbit_two_body,high_risk_requires_numerical_policy,mission design / patched-conic astrodynamics,"rocket/ascent model, atmosphere/gravity assumptions, units, and numerical policy required",high for ascent/trajectory/optimization; medium for closed-form staging,"staging optimum, trajectory integration, burnout, and atmospheric-model branches unresolved",possible_model_constant_or_fixture_required,9E_rocket_vehicle_policy_then_bounded_scalar_slice,blocked_until_rocket_trajectory_or_staging_policy,blocked_until_rocket_vehicle_model_and_solver_policy,model contract; example regressions; unit tests; source equivalence; no flight/performance readiness claim; scilab_equivalence_job_alias=SEQ-118,Rocket/ascent/staging domain pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0559,fb_finite_burn_metric,fb_finite_burn_metric,source_scilab/curtis_section03_finite_burn_scilab/src/finite_burn_lib.sci,orbit_two_body,high_risk_requires_numerical_policy,mission design / patched-conic astrodynamics,"rocket/ascent model, atmosphere/gravity assumptions, units, and numerical policy required",high for ascent/trajectory/optimization; medium for closed-form staging,"staging optimum, trajectory integration, burnout, and atmospheric-model branches unresolved",possible_model_constant_or_fixture_required,9E_rocket_vehicle_policy_then_bounded_scalar_slice,blocked_until_rocket_trajectory_or_staging_policy,blocked_until_rocket_vehicle_model_and_solver_policy,model contract; example regressions; unit tests; source equivalence; no flight/performance readiness claim; scilab_equivalence_job_alias=SEQ-118,Rocket/ascent/staging domain pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0560,fb_finite_burn_propagate,fb_finite_burn_propagate,source_scilab/curtis_section03_finite_burn_scilab/src/finite_burn_lib.sci,iterative_solver,blocked_until_solver_policy,mission design / patched-conic astrodynamics,"solver tolerance, convergence, branch, and iteration-limit policy required","high for roots, universal variables, propagation, and ODE integration","root selection, anomaly branch, convergence failure, singular orbit cases unresolved",possible_reference_fixture_required,9C_kepler_lambert_gauss_solver_policy_or_10B_numerical_propagation_policy,blocked_until_solver_and_tolerance_contract,blocked_until_iteration_root_selection_and_equivalence_policy,per-solver convergence contract; analytical edge cases; Scilab equivalence; independent oracle fixtures with hashes; scilab_equivalence_job_alias=SEQ-118,Solver/propagator/root/integration name pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0561,fb_finite_burn_rates,fb_finite_burn_rates,source_scilab/curtis_section03_finite_burn_scilab/src/finite_burn_lib.sci,orbit_two_body,high_risk_requires_numerical_policy,mission design / patched-conic astrodynamics,"rocket/ascent model, atmosphere/gravity assumptions, units, and numerical policy required",high for ascent/trajectory/optimization; medium for closed-form staging,"staging optimum, trajectory integration, burnout, and atmospheric-model branches unresolved",possible_model_constant_or_fixture_required,9E_rocket_vehicle_policy_then_bounded_scalar_slice,blocked_until_rocket_trajectory_or_staging_policy,blocked_until_rocket_vehicle_model_and_solver_policy,model contract; example regressions; unit tests; source equivalence; no flight/performance readiness claim; scilab_equivalence_job_alias=SEQ-118,Rocket/ascent/staging domain pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0564,fb_low_thrust_spiral_radius,fb_low_thrust_spiral_radius,source_scilab/curtis_section03_finite_burn_scilab/src/finite_burn_lib.sci,orbit_two_body,high_risk_requires_numerical_policy,mission design / patched-conic astrodynamics,"rocket/ascent model, atmosphere/gravity assumptions, units, and numerical policy required",high for ascent/trajectory/optimization; medium for closed-form staging,"staging optimum, trajectory integration, burnout, and atmospheric-model branches unresolved",possible_model_constant_or_fixture_required,9E_rocket_vehicle_policy_then_bounded_scalar_slice,blocked_until_rocket_trajectory_or_staging_policy,blocked_until_rocket_vehicle_model_and_solver_policy,model contract; example regressions; unit tests; source equivalence; no flight/performance readiness claim; scilab_equivalence_job_alias=SEQ-118,Rocket/ascent/staging domain pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0565,fb_low_thrust_spiral_summary,fb_low_thrust_spiral_summary,source_scilab/curtis_section03_finite_burn_scilab/src/finite_burn_lib.sci,orbit_two_body,high_risk_requires_numerical_policy,mission design / patched-conic astrodynamics,"rocket/ascent model, atmosphere/gravity assumptions, units, and numerical policy required",high for ascent/trajectory/optimization; medium for closed-form staging,"staging optimum, trajectory integration, burnout, and atmospheric-model branches unresolved",possible_model_constant_or_fixture_required,9E_rocket_vehicle_policy_then_bounded_scalar_slice,blocked_until_rocket_trajectory_or_staging_policy,blocked_until_rocket_vehicle_model_and_solver_policy,model contract; example regressions; unit tests; source equivalence; no flight/performance readiness claim; scilab_equivalence_job_alias=SEQ-118,Rocket/ascent/staging domain pattern.
