m07_row_id_or_alias,rust_function_alias,scilab_function_alias_if_known,source_file_locator,formula_family,risk_tier,likely_domain,unit/frame/time_dependency,numerical_sensitivity,singularity_or_branch_risk,external_data_required,recommended_chunk_group,implementation_readiness,block_reason,required_validation_evidence,notes
PORT_STATUS_RELEASE_GATE.csv:row_0083,true_anomaly,foa_ch01_ast_true_anomaly,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/conics/ast_ch1_conics.sci",orbit_two_body,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,"orbital-unit, frame, conic branch, and mission-design assumption policy required",medium to high; conic branch and mission geometry convention sensitive,"conic type, singular elements, true/eccentric/hyperbolic anomaly branches, and geometry branch policy unresolved",possible_reference_fixture_required,9A_classical_elements_and_9E_mission_design_contracts,contract_review_first_no_implementation,blocked_until_orbit_geometry_conic_branch_and_validation_policy,source locator review; analytical orbit cases; reference oracle; source equivalence; family validation card; scilab_equivalence_job_alias=SEQ-008,Orbital mechanics/mission design pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0084,conic_dimensions,foa_ch01_ast_conic_dimensions,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/conics/ast_ch1_conics.sci",orbit_two_body,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,"orbital-unit, frame, conic branch, and mission-design assumption policy required",medium to high; conic branch and mission geometry convention sensitive,"conic type, singular elements, true/eccentric/hyperbolic anomaly branches, and geometry branch policy unresolved",possible_reference_fixture_required,9A_classical_elements_and_9E_mission_design_contracts,contract_review_first_no_implementation,blocked_until_orbit_geometry_conic_branch_and_validation_policy,source locator review; analytical orbit cases; reference oracle; source equivalence; family validation card; scilab_equivalence_job_alias=SEQ-008,Orbital mechanics/mission design pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0085,conic_from_rv,foa_ch01_ast_conic_from_rv,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/conics/ast_ch1_conics.sci",orbit_two_body,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,"orbital-unit, frame, conic branch, and mission-design assumption policy required",medium to high; conic branch and mission geometry convention sensitive,"conic type, singular elements, true/eccentric/hyperbolic anomaly branches, and geometry branch policy unresolved",possible_reference_fixture_required,9A_classical_elements_and_9E_mission_design_contracts,contract_review_first_no_implementation,blocked_until_orbit_geometry_conic_branch_and_validation_policy,source locator review; analytical orbit cases; reference oracle; source equivalence; family validation card; scilab_equivalence_job_alias=SEQ-008,Orbital mechanics/mission design pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0086,periapsis_b_vector,foa_ch01_ast_periapsis_B_vector,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/conics/ast_ch1_conics.sci",orbit_two_body,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,"orbital-unit, frame, conic branch, and mission-design assumption policy required",medium to high; conic branch and mission geometry convention sensitive,"conic type, singular elements, true/eccentric/hyperbolic anomaly branches, and geometry branch policy unresolved",possible_reference_fixture_required,9A_classical_elements_and_9E_mission_design_contracts,contract_review_first_no_implementation,blocked_until_orbit_geometry_conic_branch_and_validation_policy,source locator review; analytical orbit cases; reference oracle; source equivalence; family validation card; scilab_equivalence_job_alias=SEQ-008,Orbital mechanics/mission design pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0087,a_from_rp_ra,foa_ch01_ast_a_from_rp_ra,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/conics/ast_ch1_conics.sci",orbit_two_body,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,"orbital-unit, frame, conic branch, and mission-design assumption policy required",medium to high; conic branch and mission geometry convention sensitive,"conic type, singular elements, true/eccentric/hyperbolic anomaly branches, and geometry branch policy unresolved",possible_reference_fixture_required,9A_classical_elements_and_9E_mission_design_contracts,contract_review_first_no_implementation,blocked_until_orbit_geometry_conic_branch_and_validation_policy,source locator review; analytical orbit cases; reference oracle; source equivalence; family validation card; scilab_equivalence_job_alias=SEQ-008,Orbital mechanics/mission design pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0088,e_from_rp_ra,foa_ch01_ast_e_from_rp_ra,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/conics/ast_ch1_conics.sci",orbit_two_body,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,"orbital-unit, frame, conic branch, and mission-design assumption policy required",medium to high; conic branch and mission geometry convention sensitive,"conic type, singular elements, true/eccentric/hyperbolic anomaly branches, and geometry branch policy unresolved",possible_reference_fixture_required,9A_classical_elements_and_9E_mission_design_contracts,contract_review_first_no_implementation,blocked_until_orbit_geometry_conic_branch_and_validation_policy,source locator review; analytical orbit cases; reference oracle; source equivalence; family validation card; scilab_equivalence_job_alias=SEQ-008,Orbital mechanics/mission design pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0089,p_from_rp_e,foa_ch01_ast_p_from_rp_e,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/conics/ast_ch1_conics.sci",orbit_two_body,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,"orbital-unit, frame, conic branch, and mission-design assumption policy required",medium to high; conic branch and mission geometry convention sensitive,"conic type, singular elements, true/eccentric/hyperbolic anomaly branches, and geometry branch policy unresolved",possible_reference_fixture_required,9A_classical_elements_and_9E_mission_design_contracts,contract_review_first_no_implementation,blocked_until_orbit_geometry_conic_branch_and_validation_policy,source locator review; analytical orbit cases; reference oracle; source equivalence; family validation card; scilab_equivalence_job_alias=SEQ-008,Orbital mechanics/mission design pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0090,apsis_speed_from_h,foa_ch01_ast_apsis_speed_from_h,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/conics/ast_ch1_conics.sci",orbit_two_body,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,"orbital-unit, frame, conic branch, and mission-design assumption policy required",medium to high; conic branch and mission geometry convention sensitive,"conic type, singular elements, true/eccentric/hyperbolic anomaly branches, and geometry branch policy unresolved",possible_reference_fixture_required,9A_classical_elements_and_9E_mission_design_contracts,contract_review_first_no_implementation,blocked_until_orbit_geometry_conic_branch_and_validation_policy,source locator review; analytical orbit cases; reference oracle; source equivalence; family validation card; scilab_equivalence_job_alias=SEQ-008,Orbital mechanics/mission design pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0091,ellipse_b,foa_ch01_ast_ellipse_b,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/conics/ast_ch1_special_orbits.sci",orbit_two_body,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,"orbital-unit, frame, conic branch, and mission-design assumption policy required",medium to high; conic branch and mission geometry convention sensitive,"conic type, singular elements, true/eccentric/hyperbolic anomaly branches, and geometry branch policy unresolved",possible_reference_fixture_required,9A_classical_elements_and_9E_mission_design_contracts,contract_review_first_no_implementation,blocked_until_orbit_geometry_conic_branch_and_validation_policy,source locator review; analytical orbit cases; reference oracle; source equivalence; family validation card; scilab_equivalence_job_alias=SEQ-011,Orbital mechanics/mission design pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0092,ellipse_c,foa_ch01_ast_ellipse_c,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/conics/ast_ch1_special_orbits.sci",orbit_two_body,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,"orbital-unit, frame, conic branch, and mission-design assumption policy required",medium to high; conic branch and mission geometry convention sensitive,"conic type, singular elements, true/eccentric/hyperbolic anomaly branches, and geometry branch policy unresolved",possible_reference_fixture_required,9A_classical_elements_and_9E_mission_design_contracts,contract_review_first_no_implementation,blocked_until_orbit_geometry_conic_branch_and_validation_policy,source locator review; analytical orbit cases; reference oracle; source equivalence; family validation card; scilab_equivalence_job_alias=SEQ-011,Orbital mechanics/mission design pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0093,ellipse_period,foa_ch01_ast_ellipse_period,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/conics/ast_ch1_special_orbits.sci",orbit_two_body,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,"orbital-unit, frame, conic branch, and mission-design assumption policy required",medium to high; conic branch and mission geometry convention sensitive,"conic type, singular elements, true/eccentric/hyperbolic anomaly branches, and geometry branch policy unresolved",possible_reference_fixture_required,9A_classical_elements_and_9E_mission_design_contracts,contract_review_first_no_implementation,blocked_until_orbit_geometry_conic_branch_and_validation_policy,source locator review; analytical orbit cases; reference oracle; source equivalence; family validation card; scilab_equivalence_job_alias=SEQ-011,Orbital mechanics/mission design pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0094,circular_speed,foa_ch01_ast_circular_speed,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/conics/ast_ch1_special_orbits.sci",orbit_two_body,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,"gravitational parameter units, inertial frame assumption, and conic branch contract required",medium; singular/degenerate conic cases and unit consistency dominate,"elliptic/parabolic/hyperbolic, circular/eccentric, and radius/energy domain branches required",no_by_metadata_locator_only,8E_or_9A_classical_two_body_algebra_contracts,contract_review_first_no_implementation,blocked_until_two_body_units_conic_branch_and_domain_contract,analytical reference cases; dimensional tests; source equivalence; family validation card; scilab_equivalence_job_alias=SEQ-011,Classical two-body algebra pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0095,circular_period,foa_ch01_ast_circular_period,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/conics/ast_ch1_special_orbits.sci",orbit_two_body,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,"gravitational parameter units, inertial frame assumption, and conic branch contract required",medium; singular/degenerate conic cases and unit consistency dominate,"elliptic/parabolic/hyperbolic, circular/eccentric, and radius/energy domain branches required",no_by_metadata_locator_only,8E_or_9A_classical_two_body_algebra_contracts,contract_review_first_no_implementation,blocked_until_two_body_units_conic_branch_and_domain_contract,analytical reference cases; dimensional tests; source equivalence; family validation card; scilab_equivalence_job_alias=SEQ-011,Classical two-body algebra pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0096,parabolic_rp_from_p,foa_ch01_ast_parabolic_rp_from_p,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/conics/ast_ch1_special_orbits.sci",orbit_two_body,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,"orbital-unit, frame, conic branch, and mission-design assumption policy required",medium to high; conic branch and mission geometry convention sensitive,"conic type, singular elements, true/eccentric/hyperbolic anomaly branches, and geometry branch policy unresolved",possible_reference_fixture_required,9A_classical_elements_and_9E_mission_design_contracts,contract_review_first_no_implementation,blocked_until_orbit_geometry_conic_branch_and_validation_policy,source locator review; analytical orbit cases; reference oracle; source equivalence; family validation card; scilab_equivalence_job_alias=SEQ-011,Orbital mechanics/mission design pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0097,parabolic_p_from_rp,foa_ch01_ast_parabolic_p_from_rp,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/conics/ast_ch1_special_orbits.sci",orbit_two_body,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,"orbital-unit, frame, conic branch, and mission-design assumption policy required",medium to high; conic branch and mission geometry convention sensitive,"conic type, singular elements, true/eccentric/hyperbolic anomaly branches, and geometry branch policy unresolved",possible_reference_fixture_required,9A_classical_elements_and_9E_mission_design_contracts,contract_review_first_no_implementation,blocked_until_orbit_geometry_conic_branch_and_validation_policy,source locator review; analytical orbit cases; reference oracle; source equivalence; family validation card; scilab_equivalence_job_alias=SEQ-011,Orbital mechanics/mission design pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0098,escape_speed,foa_ch01_ast_escape_speed,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/conics/ast_ch1_special_orbits.sci",orbit_two_body,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,"gravitational parameter units, inertial frame assumption, and conic branch contract required",medium; singular/degenerate conic cases and unit consistency dominate,"elliptic/parabolic/hyperbolic, circular/eccentric, and radius/energy domain branches required",no_by_metadata_locator_only,8E_or_9A_classical_two_body_algebra_contracts,contract_review_first_no_implementation,blocked_until_two_body_units_conic_branch_and_domain_contract,analytical reference cases; dimensional tests; source equivalence; family validation card; scilab_equivalence_job_alias=SEQ-011,Classical two-body algebra pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0099,hyperbolic_turning_angle,foa_ch01_ast_hyperbolic_turning_angle,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/conics/ast_ch1_special_orbits.sci",orbit_two_body,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,"orbital-unit, frame, conic branch, and mission-design assumption policy required",medium to high; conic branch and mission geometry convention sensitive,"conic type, singular elements, true/eccentric/hyperbolic anomaly branches, and geometry branch policy unresolved",possible_reference_fixture_required,9A_classical_elements_and_9E_mission_design_contracts,contract_review_first_no_implementation,blocked_until_orbit_geometry_conic_branch_and_validation_policy,source locator review; analytical orbit cases; reference oracle; source equivalence; family validation card; scilab_equivalence_job_alias=SEQ-011,Orbital mechanics/mission design pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0100,hyperbolic_excess_speed,foa_ch01_ast_hyperbolic_excess_speed,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/conics/ast_ch1_special_orbits.sci",orbit_two_body,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,"orbital-unit, frame, conic branch, and mission-design assumption policy required",medium to high; conic branch and mission geometry convention sensitive,"conic type, singular elements, true/eccentric/hyperbolic anomaly branches, and geometry branch policy unresolved",possible_reference_fixture_required,9A_classical_elements_and_9E_mission_design_contracts,contract_review_first_no_implementation,blocked_until_orbit_geometry_conic_branch_and_validation_policy,source locator review; analytical orbit cases; reference oracle; source equivalence; family validation card; scilab_equivalence_job_alias=SEQ-011,Orbital mechanics/mission design pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0101,burnout_speed_from_vinf,foa_ch01_ast_burnout_speed_from_vinf,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/conics/ast_ch1_special_orbits.sci",orbit_two_body,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,"orbital-unit, frame, conic branch, and mission-design assumption policy required",medium to high; conic branch and mission geometry convention sensitive,"conic type, singular elements, true/eccentric/hyperbolic anomaly branches, and geometry branch policy unresolved",possible_reference_fixture_required,9A_classical_elements_and_9E_mission_design_contracts,contract_review_first_no_implementation,blocked_until_orbit_geometry_conic_branch_and_validation_policy,source locator review; analytical orbit cases; reference oracle; source equivalence; family validation card; scilab_equivalence_job_alias=SEQ-011,Orbital mechanics/mission design pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0102,hyperbola_b,foa_ch01_ast_hyperbola_b,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/conics/ast_ch1_special_orbits.sci",orbit_two_body,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,"orbital-unit, frame, conic branch, and mission-design assumption policy required",medium to high; conic branch and mission geometry convention sensitive,"conic type, singular elements, true/eccentric/hyperbolic anomaly branches, and geometry branch policy unresolved",possible_reference_fixture_required,9A_classical_elements_and_9E_mission_design_contracts,contract_review_first_no_implementation,blocked_until_orbit_geometry_conic_branch_and_validation_policy,source locator review; analytical orbit cases; reference oracle; source equivalence; family validation card; scilab_equivalence_job_alias=SEQ-011,Orbital mechanics/mission design pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0103,hyperbola_from_vinf_rp,foa_ch01_ast_hyperbola_from_vinf_rp,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/conics/ast_ch1_special_orbits.sci",orbit_two_body,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,"orbital-unit, frame, conic branch, and mission-design assumption policy required",medium to high; conic branch and mission geometry convention sensitive,"conic type, singular elements, true/eccentric/hyperbolic anomaly branches, and geometry branch policy unresolved",possible_reference_fixture_required,9A_classical_elements_and_9E_mission_design_contracts,contract_review_first_no_implementation,blocked_until_orbit_geometry_conic_branch_and_validation_policy,source locator review; analytical orbit cases; reference oracle; source equivalence; family validation card; scilab_equivalence_job_alias=SEQ-011,Orbital mechanics/mission design pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0104,ch2_col,foa_ch02_ast_col,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch02_scilab_astrodynamics/src/core/ast_ch2_core.sci",low_risk_vector_math,low_risk_candidate,classical orbital mechanics,finite vector/scalar input policy; no frame/time dependency unless module-local semantics add one,low for algebraic helpers; medium near zero vector for normalization/angle,"zero-vector, tolerance, and dimension policy required for normalization/angle variants",no_by_metadata_locator_only,8D_helper_deduplication_then_low_risk_vector_contracts,metadata_ready_but_deduplicate_before_public_formula,standard_formula_vault_gate_and_duplicate_helper_policy,analytical vector identities; zero-vector negative cases; source equivalence if chosen; family validation card; scilab_equivalence_job_alias=SEQ-015,Common vector helper; likely duplicate of existing central M00 vector kernels.
PORT_STATUS_RELEASE_GATE.csv:row_0105,ch2_dot,foa_ch02_ast_dot,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch02_scilab_astrodynamics/src/core/ast_ch2_core.sci",low_risk_vector_math,low_risk_candidate,classical orbital mechanics,finite vector/scalar input policy; no frame/time dependency unless module-local semantics add one,low for algebraic helpers; medium near zero vector for normalization/angle,"zero-vector, tolerance, and dimension policy required for normalization/angle variants",no_by_metadata_locator_only,8D_helper_deduplication_then_low_risk_vector_contracts,metadata_ready_but_deduplicate_before_public_formula,standard_formula_vault_gate_and_duplicate_helper_policy,analytical vector identities; zero-vector negative cases; source equivalence if chosen; family validation card; scilab_equivalence_job_alias=SEQ-015,Common vector helper; likely duplicate of existing central M00 vector kernels.
PORT_STATUS_RELEASE_GATE.csv:row_0106,ch2_cross,foa_ch02_ast_cross,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch02_scilab_astrodynamics/src/core/ast_ch2_core.sci",low_risk_vector_math,low_risk_candidate,classical orbital mechanics,finite vector/scalar input policy; no frame/time dependency unless module-local semantics add one,low for algebraic helpers; medium near zero vector for normalization/angle,"zero-vector, tolerance, and dimension policy required for normalization/angle variants",no_by_metadata_locator_only,8D_helper_deduplication_then_low_risk_vector_contracts,metadata_ready_but_deduplicate_before_public_formula,standard_formula_vault_gate_and_duplicate_helper_policy,analytical vector identities; zero-vector negative cases; source equivalence if chosen; family validation card; scilab_equivalence_job_alias=SEQ-015,Common vector helper; likely duplicate of existing central M00 vector kernels.
PORT_STATUS_RELEASE_GATE.csv:row_0107,ch2_norm,foa_ch02_ast_norm,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch02_scilab_astrodynamics/src/core/ast_ch2_core.sci",low_risk_vector_math,low_risk_candidate,classical orbital mechanics,finite vector/scalar input policy; no frame/time dependency unless module-local semantics add one,low for algebraic helpers; medium near zero vector for normalization/angle,"zero-vector, tolerance, and dimension policy required for normalization/angle variants",no_by_metadata_locator_only,8D_helper_deduplication_then_low_risk_vector_contracts,metadata_ready_but_deduplicate_before_public_formula,standard_formula_vault_gate_and_duplicate_helper_policy,analytical vector identities; zero-vector negative cases; source equivalence if chosen; family validation card; scilab_equivalence_job_alias=SEQ-015,Common vector helper; likely duplicate of existing central M00 vector kernels.
PORT_STATUS_RELEASE_GATE.csv:row_0108,ch2_unit,foa_ch02_ast_unit,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch02_scilab_astrodynamics/src/core/ast_ch2_core.sci",low_risk_vector_math,low_risk_candidate,classical orbital mechanics,finite vector/scalar input policy; no frame/time dependency unless module-local semantics add one,low for algebraic helpers; medium near zero vector for normalization/angle,"zero-vector, tolerance, and dimension policy required for normalization/angle variants",no_by_metadata_locator_only,8D_helper_deduplication_then_low_risk_vector_contracts,metadata_ready_but_deduplicate_before_public_formula,standard_formula_vault_gate_and_duplicate_helper_policy,analytical vector identities; zero-vector negative cases; source equivalence if chosen; family validation card; scilab_equivalence_job_alias=SEQ-015,Common vector helper; likely duplicate of existing central M00 vector kernels.
PORT_STATUS_RELEASE_GATE.csv:row_0109,ch2_clamp,foa_ch02_ast_clamp,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch02_scilab_astrodynamics/src/core/ast_ch2_core.sci",low_risk_scalar_math,low_risk_candidate,classical orbital mechanics,finite scalar input policy; no frame/time dependency by metadata,low except at clamp/sqrt/acos boundaries,domain clamp and non-finite policy required; no iterative branch expected,no_by_metadata_locator_only,8D_helper_deduplication_then_low_risk_scalar_contracts,metadata_ready_but_deduplicate_before_public_formula,standard_formula_vault_gate_and_duplicate_helper_policy,boundary-value analytical tests; source equivalence if selected; family validation card; scilab_equivalence_job_alias=SEQ-015,Common scalar helper; likely duplicate utility row.
PORT_STATUS_RELEASE_GATE.csv:row_0110,ch2_atan2,foa_ch02_ast_atan2,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch02_scilab_astrodynamics/src/core/ast_ch2_core.sci",orbit_two_body,medium_risk_requires_contract_review,classical orbital mechanics,"orbital-unit, frame, conic branch, and mission-design assumption policy required",medium to high; conic branch and mission geometry convention sensitive,"conic type, singular elements, true/eccentric/hyperbolic anomaly branches, and geometry branch policy unresolved",possible_reference_fixture_required,9A_classical_elements_and_9E_mission_design_contracts,contract_review_first_no_implementation,blocked_until_orbit_geometry_conic_branch_and_validation_policy,source locator review; analytical orbit cases; reference oracle; source equivalence; family validation card; scilab_equivalence_job_alias=SEQ-015,Orbital mechanics/mission design pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0111,ch2_angle_between,foa_ch02_ast_angle_between,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch02_scilab_astrodynamics/src/core/ast_ch2_core.sci",low_risk_vector_math,low_risk_candidate,classical orbital mechanics,finite vector/scalar input policy; no frame/time dependency unless module-local semantics add one,low for algebraic helpers; medium near zero vector for normalization/angle,"zero-vector, tolerance, and dimension policy required for normalization/angle variants",no_by_metadata_locator_only,8D_helper_deduplication_then_low_risk_vector_contracts,metadata_ready_but_deduplicate_before_public_formula,standard_formula_vault_gate_and_duplicate_helper_policy,analytical vector identities; zero-vector negative cases; source equivalence if chosen; family validation card; scilab_equivalence_job_alias=SEQ-015,Common vector helper; likely duplicate of existing central M00 vector kernels.
PORT_STATUS_RELEASE_GATE.csv:row_0112,ch2_wrap_to_2pi,foa_ch02_ast_wrap_to_2pi,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch02_scilab_astrodynamics/src/core/ast_ch2_core.sci",angle_normalization,medium_risk_requires_contract_review,classical orbital mechanics,radian angle convention; endpoint/interval policy required; usually no frame/time dependency,low numerical sensitivity but endpoint-sensitive at multiples of pi/two-pi,endpoint convention for -pi/pi/0/two-pi unresolved unless separately contracted,no_by_metadata_locator_only,8B_or_8D_angle_endpoint_policy_then_deduplicate_wrappers,blocked_until_endpoint_contract_review,blocked_until_angle_interval_endpoint_policy_and_nonfinite_policy,endpoint vector table; periodicity identities; source-row review; Scilab equivalence job for exact family; scilab_equivalence_job_alias=SEQ-015,Angle wrap/quadrant normalization pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0113,ch2_wrap_to_pi,foa_ch02_ast_wrap_to_pi,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch02_scilab_astrodynamics/src/core/ast_ch2_core.sci",angle_normalization,medium_risk_requires_contract_review,classical orbital mechanics,radian angle convention; endpoint/interval policy required; usually no frame/time dependency,low numerical sensitivity but endpoint-sensitive at multiples of pi/two-pi,endpoint convention for -pi/pi/0/two-pi unresolved unless separately contracted,no_by_metadata_locator_only,8B_or_8D_angle_endpoint_policy_then_deduplicate_wrappers,blocked_until_endpoint_contract_review,blocked_until_angle_interval_endpoint_policy_and_nonfinite_policy,endpoint vector table; periodicity identities; source-row review; Scilab equivalence job for exact family; scilab_equivalence_job_alias=SEQ-015,Angle wrap/quadrant normalization pattern.
